pre,post,broken,br,local,immediate,reason,status
"\Sigma_{5,2}\mid \Delta_{0,3}",\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Sigma_{3,3} \Delta_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Sigma_{5,2}\mid \Lambda_{0,3}",\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Sigma_{3,3} \Delta_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Sigma_{5,2}\mid \Phi_{0,3}",\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr)\;\bigl(\Phi_{3}\;\Sigma_{2}\;\Phi_{1}\bigr),"\bigl(\Pi_{3,3} \Sigma_{3,3} \Delta_{1,1}\bigr)\;\bigl(\Phi_{3,2} \underline{\Sigma_{2}} \Phi_{1}\bigr)",\Sigma_{2},right word,False,"need\;(\gamma^{-},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{2,3}",break
"\Delta_{1,1}\mid \Pi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Delta_{1,1}\mid \Psi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Delta_{1,1}\mid \Xi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Gamma_{4,3}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Gamma_{4,3}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Gamma_{4,3}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Gamma_{4,3}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Gamma_{4,3}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{1,1}\mid \Pi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{1,1}\mid \Psi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{1,1}\mid \Xi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{4,3}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{4,3}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{4,3}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{4,3}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Lambda_{4,3}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{1,1}\mid \Pi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{1,1}\mid \Psi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{1,1}\mid \Xi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{4,3}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{4,3}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{4,3}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{4,3}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Phi_{4,3}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{1,1}\mid \Pi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{1,1}\mid \Psi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{1,1}\mid \Xi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{4,3}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{4,3}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{4,3}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{4,3}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Pi_{4,3}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{1,1}\mid \Pi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{1,1}\mid \Psi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{1,1}\mid \Xi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{4,3}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{4,3}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{4,3}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{4,3}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Psi_{4,3}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Sigma_{1,3}\mid \Pi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Sigma_{1,3}\mid \Psi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Sigma_{1,3}\mid \Xi_{5,2}",\bigl(\Gamma_{0}\;\Sigma_{1}\bigr)\;\bigl(\Psi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Gamma_{0,3} \Sigma_{1,3}\bigr)\;\bigl(\Psi_{3,2} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Theta_{4,5}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Theta_{4,5}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Theta_{4,5}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Theta_{4,5}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Theta_{4,5}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Xi_{4,5}\mid \Delta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Xi_{4,5}\mid \Lambda_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Xi_{4,5}\mid \Phi_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Xi_{4,5}\mid \Sigma_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Xi_{4,5}\mid \Theta_{5,2}",\bigl(\Sigma_{4}\;\Gamma_{3}\bigr)\;\bigl(\Pi_{3}\;\Sigma_{3}\;\Delta_{1}\bigr),"\bigl(\Sigma_{4,3} \Gamma_{3,3}\bigr)\;\bigl(\Pi_{3,1} \underline{\Sigma_{3}} \Delta_{1}\bigr)",\Sigma_{3},right word,False,"need\;(\alpha^{+},\,1:\beta^{+});\;\mathrm{avail}\;\Sigma_{3,3}",break
"\Delta_{0,5}\mid \Gamma_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
"\Delta_{0,5}\mid \Pi_{0,3}",\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr)\;\bigl(\Gamma_{1}\;\Delta_{0}\;\Xi_{0}\bigr),"\bigl(\Gamma_{1,1} \Delta_{0,3} \underline{\Xi_{0}}\bigr)\;\bigl(\Gamma_{1} \Delta_{0} \Xi_{0}\bigr)",\Xi_{0},left word,False,"need\;(\alpha^{-},\,1:\varepsilon^{+});\;\mathrm{avail}\;\Xi_{0,3}",break
